Product Urls,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODYzMDgzOTYzNzI1NjYxOjE2OTgxMzU3NTk6c3BfYXRmX25leHQ6MjAxMjk1NzUyNzE2OTg6OjA6Og&url=%2FMartucci-Waterproof-Backpack-College-Business%2Fdp%2FB0BRJRVH6D%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dbags%26qid%3D1698135759%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Martucci Jersey 45L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,249,3.8 out of 5 stars,278
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODYzMDgzOTYzNzI1NjYxOjE2OTgxMzU3NTk6c3BfYXRmX25leHQ6MjAxMjk1NzUyNzEzOTg6OjA6Og&url=%2FMartucci-Laptop-Backpack-Office-15inches%2Fdp%2FB088BJK26J%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dbags%26qid%3D1698135759%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Martucci 17 inch 30L Laptop Backpack for Men and Women Casual Waterproof Office Bag/School Bag/College Bag/Casual Bag/Unisex Travel Backpack with Reflective Strip(Turquoise),699,3.9 out of 5 stars,"8,010"
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_51?keywords=bags&qid=1698135759&sr=8-51,ADISA Light Weight Laptop Backpack 32 Ltrs,"1,869",4.0 out of 5 stars,"6,227"
https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_52?keywords=bags&qid=1698135759&sr=8-52,Martucci 17 inch 30L Laptop Backpack for Men and Women Casual Waterproof Office Bag/School Bag/College Bag/Casual Bag/Unisex Travel Backpack with Reflective Strip(Black),765,3.9 out of 5 stars,"8,010"
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_53?keywords=bags&qid=1698135759&sr=8-53,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",521,3.9 out of 5 stars,"17,653"
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_54?keywords=bags&qid=1698135759&sr=8-54,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),449,4.3 out of 5 stars,"8,444"
https://www.amazon.in/Trunkit-Adventure-Resistance-Trekking-Compartment/dp/B08L6G2FSH/ref=sr_1_55?keywords=bags&qid=1698135759&sr=8-55,Trunkit Adventure Series Water Resistance Trekking Hiking Travel Bag with Shoe Compartment Rucksack - 55 L,469,4.0 out of 5 stars,714
https://www.amazon.in/Ross-Heating-Pad-Heat-Electric-Assorted/dp/B0CJJKSXW1/ref=sr_1_56?keywords=bags&qid=1698135759&sr=8-56,"Ross Heating Bag, Hot Water Bags for Pain Relief, Heating Pad-Heat Pouch Hot Water Bottle Bag, Electric Hot Water Bag, Heating Pad for Pain Relief- with Hand Warmer Pockets (Assorted Colors)",501,4.7 out of 5 stars,52
https://www.amazon.in/Street27%C2%AE-Canvas-Corduroy-Tote-Multi-Purpose/dp/B0BQCBHJLP/ref=sr_1_57?keywords=bags&qid=1698135759&sr=8-57,"Street27® Korean Canvas Corduroy Tote Bag Casual Work Shoulder Handbags | Multi-Purpose Bag |Sturdy Canvas Bag with Large Capacity | Shopping Bag for Office, College & Daily Use",549,4.0 out of 5 stars,143
https://www.amazon.in/Storite-Pack-Big-Underbed-Moisture/dp/B07B8K3RQK/ref=sr_1_58?keywords=bags&qid=1698135759&sr=8-58,"Storite 2 Pack Moisture Proof Nylon Large Size Underbed Storage Bag For Clothes (54 x 46 x 28 cm) - Black, Rectangular",365,4.4 out of 5 stars,"18,155"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODYzMDgzOTYzNzI1NjYxOjE2OTgxMzU3NTk6c3BfbXRmOjIwMTI5NTc1MjcxOTk4OjowOjo&url=%2FLaptop-Backpack-Unisex-College-Stylish%2Fdp%2FB095FXKPG6%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dbags%26qid%3D1698135759%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Martucci Laptop Backpack Backpack for Men and Women|Unisex Backpack|College Bag for Boys and Girls|Office Backpack |School Bag,559,3.9 out of 5 stars,396
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODYzMDgzOTYzNzI1NjYxOjE2OTgxMzU3NTk6c3BfbXRmOjIwMTI5NTc1MjcyODk4OjowOjo&url=%2FMartucci-Backpack-College-Reflective-Airport%2Fdp%2FB0B7DVC3TL%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dbags%26qid%3D1698135759%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,199,4.0 out of 5 stars,"1,346"
https://www.amazon.in/Skybags-CAMPUS-COLLEGE-LAPTOP-BACKPACK/dp/B084258ZD8/ref=sr_1_61?keywords=bags&qid=1698135759&sr=8-61,Skybags CAMPUS GREY LOGO PRINT COLLEGE LAPTOP BACKPACK 30L,474,4.0 out of 5 stars,318
https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NSJ4RD/ref=sr_1_62?keywords=bags&qid=1698135759&sr=8-62,"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Grey)",699,4.0 out of 5 stars,10
https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BRJRVH6D/ref=sr_1_63?keywords=bags&qid=1698135759&sr=8-63,Martucci Jersey 45L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,569,3.8 out of 5 stars,278
https://www.amazon.in/Travel-Duffle-Premium-Leatherette-Medium/dp/B086MZDG7H/ref=sr_1_64?keywords=bags&qid=1698135759&sr=8-64,Fur Jaden Tan Leatherette Gym Bag for Men Women Boys Girls Travel Duffle Weekender Bag 23L,699,4.3 out of 5 stars,"1,851"
https://www.amazon.in/Red-Lemon-Backpack-Multifunctional-Charcoal/dp/B0BGSV19KZ/ref=sr_1_65?keywords=bags&qid=1698135759&sr=8-65,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","1,359",4.3 out of 5 stars,"1,338"
https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WN833M7/ref=sr_1_66?keywords=bags&qid=1698135759&sr=8-66,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,499,4.0 out of 5 stars,"13,867"
https://www.amazon.in/MEDLER-Aquiver-litres-Waterproof-Strolley/dp/B09V8BDX1N/ref=sr_1_67?keywords=bags&qid=1698135759&sr=8-67,M MEDLER Aquiver Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag (Beige),765,3.5 out of 5 stars,61
https://www.amazon.in/Lavie-Odiase-Womens-Satchel-Handbag/dp/B08SW9RJ75/ref=sr_1_68?keywords=bags&qid=1698135759&sr=8-68,Lavie Women's Odiase Medium Satchel Bag | Ladies Purse Handbag,479,4.1 out of 5 stars,"2,405"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODYzMDgzOTYzNzI1NjYxOjE2OTgxMzU3NTk6c3BfYnRmOjMwMDA2MzU1NTc0MjIzMjo6MDo6&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Black%2Fdp%2FB0CFFM5DRX%2Fref%3Dsr_1_69_sspa%3Fkeywords%3Dbags%26qid%3D1698135759%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions","1,599",5.0 out of 5 stars,1
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODYzMDgzOTYzNzI1NjYxOjE2OTgxMzU3NTk6c3BfYnRmOjMwMDA3MjI2MTk0NjQzMjo6MDo6&url=%2FFunk-Hire-Leatherette-Backpack-Shoulder%2Fdp%2FB0C2L76N1Q%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dbags%26qid%3D1698135759%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Funk For Hire Leatherette Printed 2 in 1 Backpack Shoulder Bag Handbag fit up to 15.6"" Laptop","1,899",4.3 out of 5 stars,203
