Product Urls,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTg0NTYxNDMwMTUwNjYxOjE2OTgxMzU3OTU6c3BfYXRmX25leHQ6MzAwMDYzNTU1NzQyMzMyOjowOjo&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Grey%2Fdp%2FB0CFFLDFRS%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dbags%26qid%3D1698135795%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions","1,799",5.0 out of 5 stars,1
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTg0NTYxNDMwMTUwNjYxOjE2OTgxMzU3OTU6c3BfYXRmX25leHQ6MjAxNDUzNTcxMDIyOTg6OjA6Og&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0C1CBY2PJ%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dbags%26qid%3D1698135795%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,299",4.2 out of 5 stars,77
https://www.amazon.in/Frantic-Cartoon-Velvet-Preschool-Nursery/dp/B09KY5541N/ref=sr_1_83?keywords=bags&qid=1698135795&sr=8-83,"Frantic Soft Cartoon Animal Velvet Plush School Backpack Bag For 2 To 5 Years Boys/Girls - Nursery, Preschool, Picnic","2,021",3.8 out of 5 stars,"6,078"
https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_84?keywords=bags&qid=1698135795&sr=8-84,TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,967,4.4 out of 5 stars,"7,736"
https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_85?keywords=bags&qid=1698135795&sr=8-85,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,"1,900",4.0 out of 5 stars,"4,195"
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_86?keywords=bags&qid=1698135795&sr=8-86,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",289,3.8 out of 5 stars,"3,466"
https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_87?keywords=bags&qid=1698135795&sr=8-87,DEIN KLEIDER Men's Nylon Messenger Bag,"2,247",4.0 out of 5 stars,"5,561"
https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2Q52R/ref=sr_1_88?keywords=bags&qid=1698135795&sr=8-88,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",219,3.8 out of 5 stars,301
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_89?keywords=bags&qid=1698135795&sr=8-89,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),699,4.3 out of 5 stars,"9,389"
https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_90?keywords=bags&qid=1698135795&sr=8-90,Lenovo 15.6-inch Casual Laptop Briefcase T210,346,4.2 out of 5 stars,"21,798"
