Product Urls,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjQ0NTY5NTc4MTUwNjYxOjE2OTgxMzU4NDc6c3BfYXRmX25leHQ6MjAxMjc2ODM4NzIzOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dbags%26qid%3D1698135847%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,899",4.3 out of 5 stars,98
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjQ0NTY5NTc4MTUwNjYxOjE2OTgxMzU4NDc6c3BfYXRmX25leHQ6MjAxMDIyMjc5MjkzOTg6OjA6Og&url=%2Fuppercase-Backpack-2500EBP2-repellent-sustainable%2Fdp%2FB0BNVXG27V%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dbags%26qid%3D1698135847%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Medium 21L Quilted Laptop Backpack 2500EBP2 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,499",4.6 out of 5 stars,20
https://www.amazon.in/Stylbase-Trends-Polyester-Character-Embossed/dp/B0BNL2PBPH/ref=sr_1_131?keywords=bags&qid=1698135847&sr=8-131,"Stylbase 15 inches Kids 3D Cartoon Backpack - Lightweight, Waterproof, Adjustable Shoulder Straps, 3 Compartments, Bottle Holder - Perfect for School and Outdoor Adventures","6,499",4.0 out of 5 stars,216
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_132?keywords=bags&qid=1698135847&sr=8-132,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,"2,050",4.0 out of 5 stars,"1,131"
https://www.amazon.in/Ezee-Garbage-Bags-48x54-Medium/dp/B074CW3JV4/ref=sr_1_133?keywords=bags&qid=1698135847&sr=8-133,"Ezee Garbage Bags - 48X54 Cm (6 Rolls, 180 Bags, Medium, Black, plastic)","1,000",4.2 out of 5 stars,"8,627"
https://www.amazon.in/American-Tourister-Harp-Duffle-Grey/dp/B0BTHP5LS1/ref=sr_1_134?keywords=bags&qid=1698135847&sr=8-134,American Tourister Harp Duffle Bag 52 CM Grey,551,4.0 out of 5 stars,36
https://www.amazon.in/TRAWOC-60LTravel-Backpack-Trekking-Rucksack/dp/B07YYG5G31/ref=sr_1_135?keywords=bags&qid=1698135847&sr=8-135,"TRAWOC 60 Liter Travel Backpack Hiking Trekking Bag Camping Rucksack, 1 Year Warranty, HK006",540,4.3 out of 5 stars,"1,447"
https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_136?keywords=bags&qid=1698135847&sr=8-136,Gear Modern Eco5 21L Medium Water Resistant School Bag/Casual Backpack/Daypack/College Bag For Men/Women - Navy Blue,269,3.9 out of 5 stars,"2,794"
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B09TP86BCD/ref=sr_1_137?keywords=bags&qid=1698135847&sr=8-137,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,"1,099",4.2 out of 5 stars,"3,769"
https://www.amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_138?keywords=bags&qid=1698135847&sr=8-138,motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue),"1,659",4.5 out of 5 stars,"2,693"
